SND_studie	SND_dataset	SND_version	Utterance ID No	Utterance	Stance category	second stance category	third	fourth	fifth	Utterance word length			
1037	1	1.0	436	You can't defy the democratic process and then claim to be a democrat.	contrariety					13			
1037	1	1.0	437	The Scot Nats can't accept this yet dare to lecture others on democracy and fairness!	contrariety					15			
1037	1	1.0	438	I want far greater assurances we are bound to persuade over 50 per cent to vote Yes, than simply saying we are bound to do it due to the the heat of an independence referendum.	contrariety	necessity	volition			35			
1037	1	1.0	439	You might not like this but that is my opinion, and I see that high profile independence supporters, such as Derek Bateman, have said another one so soon is a very bad idea.	contrariety	agreement/disagreement	uncertainty			33			
1037	1	1.0	440	They want to be paid - but they want to be paid under their terms.	contrariety					15			
1037	1	1.0	441	Few believe however that nirvana has been created with the growth and development of European integration, far from it.	contrariety					19			
1037	1	1.0	442	The Climate Change Levy is an attack on renewable energy sources which already have much opposition from Conservatives with vested interest in fossil fuels, making New Labour their natural opposition – yet they abstained.	contrariety					34			
1037	1	1.0	443	*** What I object is any tendency to conflate the three models; all are anti-democratic, but they are very different, and we must avoid an erroneous and counter-productive confusion.	contrariety	agreement/disagreement	necessity	volition		29			
1037	1	1.0	444	We could say, for instance, that with electronic technology, contemporary China is, at least along the information dimension, smaller than the Ancient Athens or Sparta - not to mention Britain or France a century ago.	contrariety	certainty	uncertainty			35			
1037	1	1.0	445	To liberals it’s the individual that counts, not theological abstractions like the general good.	contrariety					14			
1037	1	1.0	446	Right, but my concern is not just the attitude of those inside the jury but outside as well.	contrariety	agreement/disagreement				18			
1037	1	1.0	447	I am not a specialist in Athenian financial history, but I think I can give some data.	contrariety	uncertainty				17			
1037	1	1.0	448	I think in fact the Rousseau/Condorcet perspective is more relevant — any number of persons are capable of determining the laws as it is a cognitive judgment, as opposed to the expression of a preference.	contrariety	uncertainty				35			
1037	1	1.0	449	Maybe it was utopian, but no follower tried seriously.	contrariety	uncertainty				9			
1037	1	1.0	450	Rousseau much preferred Sparta to Athens.	contrariety					6			
1037	1	1.0	451	In bygone days, Labour could take people for granted regarding their votes, they now find themselves in the position that they will have to go through a long hard slog to win back trust.	contrariety	necessity	prediction			34			
1037	1	1.0	452	The difference being that, in opposition, the opposing party can say anything they like to disagree with the ruling party…because they are in absolutely no position to do anything about it…even if they wanted to…which they don’t.	contrariety					37			
1037	1	1.0	453	It doesn't matter that some of those things can be done now, they won't be possible if we stay in, and we should bend such truths as much as the stay-inners do.	contrariety	hypotheticality				32			
1037	1	1.0	454	While some commentators see a politically independent economic administration as unrealistic others say the proposals could convince Britain to stay in the EU.	contrariety					23			
1037	1	1.0	455	At a primitive level it is the stuff of political sound bites, but at a slightly more detailed level it is the language of what Krugman ironically calls ‘Very Serious People’.	contrariety					31			
1037	1	1.0	456	In the UK academics did argue against austerity, but this gained virtually no traction in the media because it was not adopted by the three main UK parties.	contrariety					28			
1037	1	1.0	457	This might seem like an intuitively logical and prudent way to behave, until one realizes that such a reaction function is a recipe for pro-cyclical budgeting, which is a completely illogical and imprudent way to behave.	contrariety	prediction	source of knowledge	uncertainty		36			
1037	1	1.0	458	I think it is this, not learned behavior around household budgeting, which is the source of the 'gut feel' we are concerned with.	contrariety	uncertainty				23			
1037	1	1.0	459	Our very serious people believe in big deficits when we have Republicans in power and small deficits when we have Democrats in power.	contrariety					23			
1037	1	1.0	460	They are aware of the benefits the EU membership provides, however, in their view the bureaucracy and over-regulation has gotten out of hand.	contrariety					23			
1037	1	1.0	461	Tspiras denounced the EU's 'blackmail-ultimatum', urging 'the Hellenic people' to defend their 'sovereignty' and 'democracy', while EU figures warned a 'no' vote would mean Greece leaving the Euro.	contrariety	source of knowledge				28			
1037	1	1.0	462	Yet, even during the referendum campaign, while ostensibly pushing for a ‘no’ vote, Tsipras offered to accept the EU’s terms with but a few minor tweaks.	contrariety					26			
1037	1	1.0	463	The violence of the first half of the 20th Century has given way to a period of peace and stability unprecedented in European history.	contrariety					24			
1037	1	1.0	464	If there's a major breakaway, the SNP could end up being helped rather than harmed.	contrariety	hypotheticality				15			
1037	1	1.0	465	The Miliband strategy was the worst of all worlds - a party perceived as being too left-wing for the centre, but not left-wing enough for the left.	contrariety	source of knowledge				27			
1037	1	1.0	466	Passionate independence supporters aren't going to suddenly abandon the cause, but the wider anti-establishment feeling would shift and be taken over to some extent by Labour.	contrariety	prediction				26			
1037	1	1.0	467	Corbyn is certainly more left wing than many, but he remains broadly within the confines of the BLP.	contrariety	certainty				18			
1037	1	1.0	468	Kettle likes to pose as a man with a wide knowledge of history and European politics, but really he’s just as ignorant and parochial as every tupenny Blairite hack.	contrariety	tact/rudeness				29			
1037	1	1.0	469	The Great Disconnect has never been more dangerous.	contrariety					8			
1037	1	1.0	470	Commodities, the EUSSR, China, Emerging Markets, are all suggesting a global slowdown is here and it may be a whopper, and not the kind of whopper they know about in central banks.	contrariety	prediction	source of knowledge	uncertainty		32			
1037	1	1.0	471	N225 was little changed, but saw a gain of 1.4 percent for July, the only Asian market ending the month in positive territory - excluding Australia and New Zealand.	contrariety					29			
1037	1	1.0	472	Patrick used a blue filter to create his moon photo, and if you see the moon in tonight’s sky, you’ll see it’s nearly full … but not at all blue in color.	contrariety	hypotheticality				32			
1037	1	1.0	473	Rather than widening the absorption spectrum of the solar panels themselves, this new study looked at taking currently inaccessible infra-red light and turning it into visible light.	contrariety					27			
1037	1	1.0	474	And while the costs of the material itself are not yet known, there is huge potential in offering such large improvements without the need to completely reinvent the transistor manufacturing process.	contrariety	prediction				31			
1037	1	1.0	475	While Varoufakis’s plan to create a parallel payments system based on the country’s tax register was certainly unorthodox, it was completely understandable.	contrariety	certainty				22			
1037	1	1.0	476	That way it could credibly threaten to default on its debts while remaining in the eurozone - and thus, it hoped, convince its creditors to offer the debt relief that the depressed Greek economy desperately needed to recover.	contrariety	hypotheticality				38			
1037	1	1.0	477	Who is who is not important, capitalism is capitalism.	contrariety					9			
1037	1	1.0	478	They even paid one socialist idiot to talk about 2 month maternity leave while in Europe it is 1 to 2 years depending if you have 3rd child or twins.	contrariety	tact/rudeness				30			
1037	1	1.0	479	Everything was ok first two years of Obama presidency, than all those rich white capitalists were very very quiet.	contrariety					19			
1037	1	1.0	480	Capitalists are slaves and junkies with deformed brains, they cannot rule, only government can rule and issue money.	contrariety	tact/rudeness				18			
1037	1	1.0	481	They will lower economy but keep positions.	contrariety					7			
1037	1	1.0	482	I mention it because Icke and others raised his name back in the 90's and it is only now they are looking into it.	contrariety					24			
1037	1	1.0	483	The trouble is, the Britain from which the Labour movement emerged more than a century ago was very different from what it is today.	contrariety					24			
1037	1	1.0	484	The fact is that social mobility on any large or even medium scale is, and has always been a myth.	contrariety	certainty				20			
1037	1	1.0	485	I wouldn’t describe what we call society as vicious, but certainly fragmented – there are many societies, and generally few of them look out for any others.	contrariety	certainty	uncertainty			27			
1037	1	1.0	486	I am one of those who thinks that a gentle appreciation of the £ was no bad thing but a surge from here would be a problem.	contrariety	hypotheticality				27			
1037	1	1.0	487	If he doesn’t offer enough concessions to satisfy the creditors, Greece goes into default.	hypotheticality					14			
1037	1	1.0	488	If he doesn’t do a deal, Greece is devastated far more profoundly than any people actually contemplate today.	hypotheticality					18			
1037	1	1.0	489	If they withhold their approval, then it’s over.	hypotheticality					8			
1037	1	1.0	490	Whatever concessions Tsipras offers are meaningless if he can’t convince his party – and Greek voters – that they are the best Greece can do.	hypotheticality					25			
1037	1	1.0	491	If the election puts some other party in control, they’ll need time to form a government and get up to speed on the situation.	hypotheticality					24			
1037	1	1.0	492	If the people vote the referendum down, then they leave the euro.	hypotheticality					12			
1037	1	1.0	493	Discussing and debating is part and parcel to my life, without these things it would be a dull existence.	hypotheticality					19			
1037	1	1.0	494	If you are a company manufacturing goods or selling services and you have a market for those goods or services, trade will happen.	hypotheticality					23			
1037	1	1.0	495	If you forget everything that’s happened to this point and re-imagine the crisis as an economic standoff between Greece and Germany, you have to say Germany will win.	hypotheticality	necessity				28			
1037	1	1.0	496	If you ever get a chance, this is something you absolutely must do.	hypotheticality					13			
1037	1	1.0	497	If nothing changed for us, then nothing would change for any other country which chose to cut its formal ties with the alliance of nations.	hypotheticality					25			
1037	1	1.0	498	All we can say with confidence is that, if Greece goes it alone, the likelihood of the UK doing the same increases.	hypotheticality	source of knowledge				22			
1037	1	1.0	499	If, by contrast, you kick Greece out there is still a chance of confining the damage to one country.	hypotheticality	contrariety				19			
1037	1	1.0	500	If the economic effects of default prove less dire than anticipated, other debt-strapped Eurozone countries such as Italy, Spain, and Portugal, may decide to follow suit.	hypotheticality	uncertainty				26			
1037	1	1.0	501	Lose that, but keep monetary policy in Westminster's hands as the SNP is proposing, and it would be a disaster.	hypotheticality	contrariety				20			
1037	1	1.0	502	If trivial, the party ends up with a working majority, just a smaller one than it might have had.	hypotheticality	contrariety				19			
1037	1	1.0	503	The eurozone will remain unsafe unless there is much deeper fiscal and social integration.	hypotheticality					14			
1037	1	1.0	504	If you like Green policies more than SNP policies, vote Green on the list.	hypotheticality	contrariety				14			
1037	1	1.0	505	If the Green Party really wanted to play the tactical voting game they would not have stood in so many constituency seats at Westminster nor would they at Holyrood.	hypotheticality					29			
1037	1	1.0	506	Should they not win a constituency vote I certainly don't want to risk them losing any one of them in favour of a Green MSP.	hypotheticality	certainty	volition			25			
1037	1	1.0	507	But setting them to one side, I agree that between then SNP and the Greens, we can't know the marginal value of a given regional vote.	hypotheticality	agreement/disagreement				26			
1037	1	1.0	508	For example, pointing out to Labour voters in DC&T that Dryburgh has no chance and if their priority is to unseat Mundell then SNP is the way to go.	hypotheticality					29			
1037	1	1.0	509	In that case I'm not seeing how two or three more of them is going to make a huge amount of difference.	hypotheticality	prediction				22			
1037	1	1.0	510	If I do decide to go SNP,SNP next year, it will be because of one reason - Nicola Sturgeon.	hypotheticality					19			
1037	1	1.0	511	If it doesn't happen to that extent, the best outcome would be swapping one SNP MSP for a Green MSP.	hypotheticality					20			
1037	1	1.0	512	what is in despute is how likely is a repeat of may in 2016.as we get nearer the election, if an overwhelming victory for the snp looks likely then i will vote 1.snp/2.ssp,sg,solidarity.	hypotheticality	uncertainty				33			
1037	1	1.0	513	If the unionist parties get their current share of list votes, they'll get seats.	hypotheticality					14			
1037	1	1.0	514	I would say that's a result if you're a unionist - even if it was delivered by English and Welsh people.	hypotheticality	contrariety	uncertainty			21			
1037	1	1.0	515	No matter how bad things are under the union, they'd be ten times worse with independence.	hypotheticality	contrariety				16			
1037	1	1.0	516	Had every single voter in scotland voted for Labour they still wouldn't have won.	hypotheticality					14			
1037	1	1.0	517	If they do it, they'll do it by the book.	hypotheticality					10			
1037	1	1.0	518	Just pop in some 'uncontroversial' amendment at westminster to make it null and void if anything less than 40% of the total electorate don't vote Yes.	hypotheticality					26			
1037	1	1.0	519	We spanked you in the referendum - and all the polls indicate it would happen again tomorrow if the process were to be repeated.	hypotheticality	source of knowledge				24			
1037	1	1.0	520	Granted, his party may commit regicide in the process, but the pressure on Cameron to postpone a referendum would be immense.	hypotheticality	agreement/disagreement	contrariety	prediction	uncertainty	21			
1037	1	1.0	521	Maybe the Southern countries could have been subsidised if they were still used to the very low standard of living they had, I don’t know.	hypotheticality	uncertainty				25			
1037	1	1.0	522	If they don’t try they are throwing money into a bottomless pit.	hypotheticality					12			
1037	1	1.0	523	It could fall apart entirely and this country would still face the same problems.	hypotheticality					14			
1037	1	1.0	524	Much more importantly, from the Conservatives’ perspective, the move would strengthen their hand in the EU.	hypotheticality					16			
1037	1	1.0	525	This would be part of the domestic political sell - by contributing voluntarily, leading the USA and Canada in a multilateral bailout, Britain would paint itself as Europe's most constructive partner.	hypotheticality					31			
1037	1	1.0	526	As a loan, the Treasury would find a way count it as an asset, so it would not affect Britain’s deficit and debt calculations adversely.	hypotheticality					25			
1037	1	1.0	527	If a party refuses that can be used against them because it will make them look suspicious.	hypotheticality					17			
1037	1	1.0	528	A claim by the stay-in campaigners that something had been conceded by the EU, however insignificant, would provide the waverers with an excuse to vote to stay in because they could convince themselves they were voting for change.	hypotheticality					38			
1037	1	1.0	529	Even should a referendum result in a decision to leave the EU, to do so would require an Act of Parliament.	hypotheticality					21			
1037	1	1.0	530	If those structures cannot be changed, then the EU is probably fated to unravel anyway.	hypotheticality	uncertainty				15			
1037	1	1.0	531	It lays out three options for achieving Greek debt sustainability, all of which are tantamount to a fiscal union, an arrangement through which wealthier countries would make payments to support the Greek economy.	hypotheticality					33			
1037	1	1.0	532	With a 24/7 working week this would fall away.	hypotheticality					9			
1037	1	1.0	533	On 17 September 2010, Cameron attended a private ceremony for the funeral of his father in Berkshire, which prevented him from hearing the address of the Pope to Westminster Hall, an occasion he would otherwise have attended.	hypotheticality					37			
1037	1	1.0	534	We must be aware of that, and Yoram's equation of polyarchy and plutocracy would lead us to neglect this point, erroneously.	hypotheticality	necessity				21			
1037	1	1.0	535	For example, if the franchise becomes exclusive enough, it may be that the power of money within the electorate is mitigated due to its small size.	hypotheticality					26			
1037	1	1.0	536	And if other kleroterians are convinced it is hopeless, well, maybe they are right, but let’s try.	hypotheticality	uncertainty	volition	concession/contrarines	necessity	17			
1037	1	1.0	537	If Mr. Roosevelt really desired such conference and truce he would have submitted his offer in the usual way through diplomatic channels, and not by proclaiming it from the housetops.	hypotheticality	contrariety				30			
1037	1	1.0	538	It's easy to jump to the conclusion that telephone polls must be more accurate, or that the truth must be somewhere in between the two extremes - in which case Yes would have a handsome lead.	hypotheticality					36			
1037	1	1.0	539	Europe's leaders must confront a quartet of challenges if they want to prevent the European Union falling apart.	hypotheticality					18			
1037	1	1.0	540	And so, despite the brinkmanship of the past weeks, even if Europe’s leaders hammer out an accord with Greece they may simply buy more time rather than remove the risk of Grexit.	hypotheticality	contrariety	uncertainty			32			
1037	1	1.0	541	An increasingly Russia-friendly Greece would make it more difficult for the EU to maintain a unified position against Russian assertive behaviour in Ukraine and Eastern Europe.	hypotheticality					26			
1037	1	1.0	542	And I would do it without wifi since Berlin is bad at wifi and my phone wasn't having it either.	hypotheticality					20			
1037	1	1.0	543	A month earlier and I would have been Singaporean, 3 months later and I would have been German.	hypotheticality					18			
1037	1	1.0	544	Beyond the potential for the first eurozone exit, Greece could be at risk of becoming a failed state -- an outcome that would pose a multi-dimensional threat to the rest of Europe.	hypotheticality	contrariety	prediction	uncertainty		32			
1037	1	1.0	545	This would ease the policy burden on the ECB, which is currently being forced to pursue multiple ambitious objectives that far exceed its capacity to deliver sustainably good outcomes regarding growth, employment, inflation and financial stability.	hypotheticality					36			
1037	1	1.0	546	Outside the EU, we’d still be free to trade with Europe.	hypotheticality					11			
1037	1	1.0	547	And – let us assume a Divine Intervention here – if the Eurozone began to prosper, we could apply for membership.	hypotheticality	volition				21			
1037	1	1.0	548	If Greece departed the Eurozone, that would represent disintegration and that must not happen at any price.	hypotheticality	necessity				17			
1037	1	1.0	549	The voters will understand it if they get ALL of the relevant facts.	hypotheticality					13			
1037	1	1.0	550	Another possibility might be to use the Holyrood election to seek a mandate to negotiate FFA with the UK government - with an explicit indication of what the consequences will be if Cameron ignores that mandate.	hypotheticality	prediction	uncertainty			36			
1037	1	1.0	551	Regardless of whether you increase or decrease the basic rate of income tax, the effect is regressive unless you adjust the other rates, which you can't do under the current arrangements.	hypotheticality	contrariety				31			
1037	1	1.0	552	If we don't like it we can always repeal it...	hypotheticality					10			
1037	1	1.0	553	If the Scottish people want a referendum, there will be a referendum.	hypotheticality					12			
1037	1	1.0	554	There's no chance we'll get a majority support for independence or FFA until Scotland's finances are in a stronger place, trying in the next few years could cause us great damage in the longer term.	hypotheticality	certainty				35			
1037	1	1.0	555	Our side can't win 'at any time if they want to' - not yet.	hypotheticality					14			
1037	1	1.0	556	Of course in an ideal world, we would give people the skills to support themselves with enough money that would elevate the need for benefits, creating the ‘higher wage, lower tax, lower welfare’ society George Osborne longs for.	hypotheticality					38			
1037	1	1.0	557	There will be no going back, at least not in the immediate future, if we decide to leave.	hypotheticality					18			
1037	1	1.0	558	There’d be no residue of benefit when we reformed it – even if that were possible.	hypotheticality					16			
1037	1	1.0	559	If we remain in the EU the £1.5 Trillion debt, Ian Points out-will indeed grow and grow like Topsy.	hypotheticality	source of knowledge				19			
1037	1	1.0	560	For many French people, if the British think something is a good idea, that's another reason to be suspicious of it.	hypotheticality					21			
1037	1	1.0	561	If the rest of the EU calls Cameron's bluff and refuses any new concessions the demand for an in/out referendum would become almost irresistible.	hypotheticality					24			
1037	1	1.0	562	The chaos is evidence that leaving the euro would be disastrous for Greece, not least because modest gains from default and devaluation would be overwhelmed by political and economic instability.	hypotheticality	source of knowledge				30			
1037	1	1.0	563	Relations with the devious Mr Tsipras are shattered: with him in charge, they will struggle to stay in the euro.	hypotheticality					20			
1037	1	1.0	564	If the Greek government decided to make this parallel currency legal tender then once again the ECB would almost certainly have to act.	hypotheticality					23			
1037	1	1.0	565	Common deposit insurance, more integrated capital markets and common Eurobonds would tie things together better.	hypotheticality					15			
1037	1	1.0	566	But its calculus may change if it finds itself bankrupt and isolated.	hypotheticality					12			
1037	1	1.0	567	Just imagine what would happen if there were a meeting of the Council of Ministers in September 2017 and the referendum were to be held within 28 days of that meeting, in the October.	hypotheticality					34			
1037	1	1.0	568	A new and abundant source of cheap natural gas — not to mention oil — would force the nation to reassess its priorities.	hypotheticality					23			
1037	1	1.0	569	If this continues we may get a more significant downturn.	hypotheticality	uncertainty				10			
1037	1	1.0	570	If it wasn't that simple then, it's nowhere near it now.	hypotheticality					11			
1037	1	1.0	571	Whatever compromise we reached would be inadequate, meaning we take an enormous hit or are forced to leave the EU in precisely the way we have always said we shouldn't.	hypotheticality					30			
1037	1	1.0	572	Under the Fixed-term Parliaments Act 2011, elections now take place every five years, unless an early election is triggered.	hypotheticality	source of knowledge				19			
1037	1	1.0	573	Leaving the EU would isolate the UK4.	hypotheticality					7			
1037	1	1.0	574	If you know someone like this on our side, tell them to get in touch.	hypotheticality	necessity				15			
1037	1	1.0	575	Hong Kong suffers from its small size: if HSBC did move there, its balance-sheet would be nine times the territory’s GDP.	hypotheticality					21			
1037	1	1.0	576	The immigration system that would replace the current one has yet to be devised, but it would not be as liberal.	hypotheticality	contrariety				21			
1037	1	1.0	577	If you are just someone who is happy with the status quo or who wants the situation to get worse, can I suggest go somewhere else.	hypotheticality	necessity	tact/rudeness			26			
1037	1	1.0	578	If we became independent the only thing that would determine our success is our economic situation on day one as an independent country.	hypotheticality					23			
1037	1	1.0	579	As an independent nation we would most likely maintain the military as is, minus Trident.	hypotheticality					15			
1037	1	1.0	580	My original point was that Scotland could not maintain current levels of expenditure with the oil price at its current level.	hypotheticality	source of knowledge				21			
1037	1	1.0	581	If it can't come because the vote is open to non Scots 70% of whom voted no then it's a futile cause to be all things to all men so to speak.	hypotheticality					32			
1037	1	1.0	582	The massive number of English people living in Scotland makes up more than 10% of the voting population add in other non-Scots and we are left at a serious disadvantage in our own country.	hypotheticality					34			
1037	1	1.0	583	Like I would if I had moved to Canada when it went for independence.	hypotheticality					14			
1037	1	1.0	584	This would have meant some Greeks having to travel in order to vote, and it's not as if there was a lot of warning for this referendum.	hypotheticality					27			
1037	1	1.0	585	If Britain leaves Europe, Scotland will leave Britain.	hypotheticality					8			
1037	1	1.0	586	It would save a great deal of time if the rest of us would just grow up and accept that.	hypotheticality					20			
1037	1	1.0	587	Then there was Blair and his plans to join if the UK met the '5 economic tests'.	hypotheticality					17			
1037	1	1.0	588	And if you roll over the debt, great - there's interest to collect too.	hypotheticality	tact/rudeness				14			
1037	1	1.0	589	But on balance I'd say better in than out.	hypotheticality	contrariety	source of knowledge			9			
1037	1	1.0	590	If Greece strikes a deal, the Fed will have more freedom to act.	hypotheticality					13			
1037	1	1.0	591	If that doesn’t turn out to be the case, equity markets could be vulnerable.	hypotheticality					14			
1037	1	1.0	592	Even if all of that is true, this Eurogroup list of demands is madness.	hypotheticality	contrariety				14			
1037	1	1.0	593	The most contentious imposition by Greece's creditors is the transfer of Greek state assets into a fund which can be privatized if Greece defaults.	hypotheticality					24			
1037	1	1.0	594	If the Greeks were not so attached to the euro, they would have been out of the EZ by now.	hypotheticality					20			
1037	1	1.0	595	If the people of Greece think they need the EURO because they have little faith in their politicians and the system, the proper course is to effect change internally.	hypotheticality					29			
1037	1	1.0	596	The claim is, if you pay the rich Clintons and rich Bushes to come to make a ‘speech’ many rich Jews will show up and throw in more money so it is a net ‘profit’.	hypotheticality	source of knowledge				35			
1037	1	1.0	597	They have to pretend it doesn't exist; to admit its conclusions would give the lie to all the drama of the last weekend and mean the €86bn about to go to Greece is already lost money.	hypotheticality	necessity				36			
1037	1	1.0	598	The EU is like a Wonga salesman persuading some poor single mum that pound 48 a week benefits is perfectly adequate to repay a pound 15,000 Wonga loan if only she economises a bit in the kitchen.	hypotheticality					37			
1037	1	1.0	599	In that case maybe the banks stay closed and the ECB does not start the resolution process until the Greek people decide what they want.	hypotheticality	uncertainty				25			
1037	1	1.0	600	The emergency loans offered by the Greek central bank would do the same job as loans offered by the ECB previously did before its decision to cut off liquidity to Greece.	hypotheticality					31			
1037	1	1.0	601	Should no more emergency funding be available, the government could be forced to impose capital controls, limiting deposit withdrawals in order to stave off a total collapse of the banking system.	hypotheticality					31			
1037	1	1.0	602	The ensuing acceleration in QE would then take EUR/$ down another seven big figures in subsequent weeks.	hypotheticality					17			
1037	1	1.0	603	A deal would be very hard to sell for both of them.	hypotheticality					12			
1037	1	1.0	604	If the dates are extended sufficiently so that inflation takes care of a significant portion of the debt then it might be worth it.	hypotheticality	uncertainty				24			
1037	1	1.0	605	Now maybe, they should have left the EU and abandoned the Euro but let’s not pretend that such an exit would not result in massive pain for ordinary Greeks.	hypotheticality	necessity	uncertainty	contrariety		29			
1037	1	1.0	606	The European Council may have reached its last-minute deal to avert a Grexit this month-with the certain calamitous consequences for Greece and the rest of Europe this would have entailed-but the damage has been done.	hypotheticality	uncertainty	contrariety			35			
1037	1	1.0	607	Exit would free the country from the trap of the common currency, allowing it to implement policies that could revive both economy and society.	hypotheticality					24			
1037	1	1.0	608	The BoE's intellectual pole position on monetary matters and its feel for financial markets, honed by centuries in the middle of the City of London, would have made it a leader within the European Central Bank.	hypotheticality					36			
1037	1	1.0	609	Had the ECB started a broad bond-buying programme in early 2009, before the sovereign debt crisis was on the horizon, yields might never have spun out of control as they did.	hypotheticality					31			
1037	1	1.0	610	Perhaps this is credible if one thinks Britain is as mismanaged at home and ineffectual abroad as Italy.	hypotheticality	uncertainty				18			
1037	1	1.0	611	The jingoistic propaganda within the other member EU states is already primed to protect this agenda, and to allow deflective sanctimonious posturing in the event of 'Grexit'.	hypotheticality					27			
1037	1	1.0	612	In her home country, to get decent care, she would have been required to bribe various people.	hypotheticality					17			
1037	1	1.0	613	The Big Two ratings companies have boththreatened the UK with downgrades should Brexit come to look more likely.	hypotheticality					18			
1037	1	1.0	614	Confidence might be impacted and growth could suffer, which would jeopardize our already rather fragile debt arithmetic.	hypotheticality	prediction	uncertainty			17			
1037	1	1.0	615	The anti-Westminster momentum is gathering pace and any such proposal would be almost universally rejected as an unconstitutional attempt to bolster the centralised status quo.	hypotheticality					25			
1037	1	1.0	616	It is, of course, possible that a few voters could make the contrary decision to opt for a directly opposing cabinet and local representative; but the effects of that minor distortion would surely balance out across the population.	hypotheticality	contrariety	prediction	uncertainty		38			
1037	1	1.0	617	This level of support would be enough to give the Nationalists another majority.	hypotheticality					13			
1037	1	1.0	618	If his market-oriented reforms fail, he may foster some external conflicts to keep the country united and maintain himself in power.	hypotheticality	uncertainty				21			
1037	1	1.0	619	Opening up the process to criticism by the media and civil society would greatly improve the efficacy of his reforms.	hypotheticality					20			
1037	1	1.0	620	Realistically it would take until President Xi's state visit to Washington in September to complete the preparations.	hypotheticality					17			
1037	1	1.0	621	A partnership with China’s neighbors would return us to a cold war, but that would still be preferable to a third world war.	hypotheticality	contrariety				23			
1037	1	1.0	622	In Macmillan’s words, to admit ‘the political objectives’ of the Rome Treaty would raise ‘problems of public relations’ so ‘considerable’ that they should be kept under wraps.	hypotheticality					27			
1037	1	1.0	623	The political elites new ALL along that had the EU project been presented to the people for what it really is, people in ALL countries would have rejected it.	hypotheticality					29			
1037	1	1.0	624	His position is precarious, and a defeat would have badly damaged his government.	hypotheticality					13			
1037	1	1.0	625	This, together with having to see her abusers walking free and threatening her with reprisals if she presses charges has been too much for her.	hypotheticality					25			
1037	1	1.0	626	They are simply left to live near their abusers whom the Police do not charge unless these vulnerable women agree to waive their anonymity.	hypotheticality					24			
1037	1	1.0	627	My only operating principle here is this: if another independence referendum is to be held, it must be won.	hypotheticality					19			
1037	1	1.0	628	Without passion, the independence debate becomes a discussion between bean counters.	hypotheticality					11			
1037	1	1.0	629	No amount of hope would have changed that.	hypotheticality					8			
1037	1	1.0	630	It would be a win for the SNP, and if Westminster predictably rejects it, the SNP wins.	hypotheticality	prediction				17			
1037	1	1.0	631	And the world would have scoffed heartily had they tried!	hypotheticality					10			
1037	1	1.0	632	If you submitted one of your blogs as an undergraduate essay, you'd be lucky to limp through with a pass, so strong is the mismatch between the confidence of your tone and the baselessness of your analysis.	hypotheticality	contrariety				37			
1037	1	1.0	633	But getting unequivocally involved in Ukraine would mean that the EU would have to roll up its sleeves and take on Russia.	hypotheticality					22			
1037	1	1.0	634	Unless they do that they will die out.	hypotheticality					8			
1037	1	1.0	635	The idea that opinion polls might show 70% support for Yes in twenty years from now is probably in the realms of fantasy - and even if that did happen, there would still be some risk in taking the plunge.	hypotheticality	contrariety	uncertainty			40			
1037	1	1.0	636	In the event that one were called, that in itself could alter the polling.	hypotheticality	uncertainty				14			
1037	1	1.0	637	But if the Scottish government wants to, it will soon have the power to vary taxation, borrowing and welfare entitlements in Scotland.	hypotheticality					22			
1037	1	1.0	638	They could have another crack at the prize in 15 or 20 years, if they get elected again with a majority.	hypotheticality					21			
1037	1	1.0	639	But if it can do that, a few more years of the Tories in charge will probably seal the deal.	hypotheticality	uncertainty				20			
1037	1	1.0	640	If she thinks that post FM that the Westminster establishment will welcome her, she is rather deluded.	hypotheticality					17			
1037	1	1.0	641	If she does, she won't get one and the militants will kick off at her.	hypotheticality					15			
1037	1	1.0	642	If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.	hypotheticality					26			
1037	1	1.0	643	It doesn't matter that some of those things can be done now, they won't be possible if we stay in, and we should bend such truths as much as the stay-inners do.	hypotheticality	contrariety				32			
1037	1	1.0	644	However, if an officer was on parade such language could not be used.	hypotheticality					13			
1037	1	1.0	645	A debt restructuring or even a Grexit would pose neither a risk to the financial system, nor to the European economy.	hypotheticality					21			
1037	1	1.0	646	If there's a major breakaway, the SNP could end up being helped rather than harmed.	hypotheticality	contrariety				15			
1037	1	1.0	647	So if Corbyn is elected and pulls the party back left, there is certainly a risk for the SNP that some will be drawn back.	hypotheticality	certainty				25			
1037	1	1.0	648	You're making an assumption here, that a Corbyn win would mean a more left wing Labour.	hypotheticality					16			
1037	1	1.0	649	Had Jack McConnell introduced free prescriptions and scrapped road and bridge tolls, I very much doubt we would be having this conversation.	hypotheticality	uncertainty				22			
1037	1	1.0	650	Patrick used a blue filter to create his moon photo, and if you see the moon in tonight’s sky, you’ll see it’s nearly full … but not at all blue in color.	hypotheticality	contrariety				32			
1037	1	1.0	651	Until the recent revelations, Varoufakis was being criticised for standing up to Greece's eurozone creditors without preparing a Plan B in case negotiations failed.	hypotheticality					24			
1037	1	1.0	652	That way it could credibly threaten to default on its debts while remaining in the eurozone - and thus, it hoped, convince its creditors to offer the debt relief that the depressed Greek economy desperately needed to recover.	hypotheticality	contrariety				38			
